,Composition,N Lipids/Layer,N_water,Temperature (K),Avg Membrane Thickness,Kappa (q^-4),Kappa (BW-DCF),Kappa (RSF),Node Features,Edge List,Graph-Level Features
260,"85.00% DXSM, 15.00% DLPE",2915,181952,310,4.95,42.01,41.21,28.96,"[('C3A', 'C1'), ('C2B', 'C1'), ('GL2', 'Na'), ('C6B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C2A', 'C1'), ('NH3', 'Qd'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('T1A', 'C3'), ('AM1', 'P1'), ('C1A', 'C1'), ('C1B', 'C1'), ('AM2', 'P5'), ('C4A', 'C1'), ('C5B', 'C1'), ('C5A', 'C1')]","[('AM1', 'PO4'), ('C2A', 'C3A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('AM2', 'C1B'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('NH3', 'PO4'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C4B', 'C5B'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C3B', 'C4B'), ('C1B', 'GL2'), ('C4A', 'C5A')]","[0.85, 0.15]"
261,"85.00% DXSM, 15.00% DLPC",2915,181915,310,4.91,37.75,38.69,27.67,"[('C2A', 'C1'), ('C3A', 'C1'), ('NC3', 'Q0'), ('AM2', 'P5'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('C6B', 'C1'), ('GL2', 'Na'), ('T1A', 'C3'), ('AM1', 'P1'), ('C5B', 'C1'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('C1A', 'C1'), ('GL1', 'Na'), ('PO4', 'Qa')]","[('AM1', 'PO4'), ('C2A', 'C3A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('AM2', 'C1B'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C4B', 'C5B'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C3B', 'C4B'), ('C1B', 'GL2'), ('C4A', 'C5A')]","[0.85, 0.15]"
262,"85.00% DXSM, 15.00% DIPE",2915,181354,310,4.86,34.98,35.41,25.13,"[('C3A', 'C1'), ('C2B', 'C1'), ('GL2', 'Na'), ('C6B', 'C1'), ('D2B', 'C4'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C2A', 'C1'), ('D2A', 'C4'), ('D3B', 'C4'), ('NH3', 'Qd'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('D3A', 'C4'), ('T1A', 'C3'), ('AM1', 'P1'), ('C1A', 'C1'), ('C1B', 'C1'), ('AM2', 'P5'), ('C4A', 'C1'), ('C5B', 'C1'), ('C5A', 'C1')]","[('C1A', 'D2A'), ('C4B', 'D3B'), ('AM1', 'PO4'), ('C2A', 'C3A'), ('D2B', 'D3B'), ('GL1', 'GL2'), ('C1B', 'D2B'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('AM2', 'C1B'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C4B', 'C5B'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('C1B', 'GL2'), ('C4A', 'C5A')]","[0.85, 0.15]"
263,"85.00% DXSM, 15.00% PIPE",2915,181340,310,4.92,36.81,37.88,26.59,"[('C3A', 'C1'), ('C2B', 'C1'), ('GL2', 'Na'), ('C6B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C2A', 'C1'), ('D2A', 'C4'), ('NH3', 'Qd'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('D3A', 'C4'), ('T1A', 'C3'), ('AM1', 'P1'), ('C1A', 'C1'), ('C1B', 'C1'), ('AM2', 'P5'), ('C4A', 'C1'), ('C5B', 'C1'), ('C5A', 'C1')]","[('C1A', 'D2A'), ('AM1', 'PO4'), ('C2A', 'C3A'), ('GL1', 'GL2'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('AM2', 'C1B'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C4B', 'C5B'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('C1B', 'GL2'), ('C4A', 'C5A')]","[0.85, 0.15]"
264,"85.00% DXSM, 15.00% DIPC",2915,181353,310,4.82,34.96,33.96,24.31,"[('C3A', 'C1'), ('C2B', 'C1'), ('GL2', 'Na'), ('C6B', 'C1'), ('D2B', 'C4'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C2A', 'C1'), ('D2A', 'C4'), ('D3B', 'C4'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('D3A', 'C4'), ('T1A', 'C3'), ('AM1', 'P1'), ('C1A', 'C1'), ('C1B', 'C1'), ('AM2', 'P5'), ('C4A', 'C1'), ('C5B', 'C1'), ('C5A', 'C1')]","[('C1A', 'D2A'), ('C4B', 'D3B'), ('AM1', 'PO4'), ('C2A', 'C3A'), ('D2B', 'D3B'), ('GL1', 'GL2'), ('C1B', 'D2B'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('AM2', 'C1B'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C4B', 'C5B'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('C1B', 'GL2'), ('C4A', 'C5A')]","[0.85, 0.15]"
265,"85.00% DXSM, 15.00% PNSM",2915,179995,310,5.04,43.24,45.13,27.15,"[('C2A', 'C1'), ('C3A', 'C1'), ('NC3', 'Q0'), ('AM2', 'P5'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('C6B', 'C1'), ('T1A', 'C3'), ('AM1', 'P1'), ('C5B', 'C1'), ('D4B', 'C3'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('PO4', 'Qa')]","[('AM1', 'T1A'), ('C5B', 'C6B'), ('C3B', 'C4B'), ('AM1', 'PO4'), ('C5B', 'D4B'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C2A', 'T1A'), ('AM1', 'AM2'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('AM2', 'C1B'), ('C4B', 'C5B'), ('C2A', 'C3A'), ('C4A', 'C5A'), ('C3A', 'C4A')]","[0.85, 0.15]"
266,"85.00% DXSM, 15.00% POPE",2915,181346,310,4.97,43.57,41.28,28.11,"[('C3A', 'C1'), ('C2B', 'C1'), ('GL2', 'Na'), ('C6B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C2A', 'C1'), ('NH3', 'Qd'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('T1A', 'C3'), ('AM1', 'P1'), ('C1A', 'C1'), ('D2A', 'C3'), ('C1B', 'C1'), ('AM2', 'P5'), ('C4A', 'C1'), ('C5B', 'C1'), ('C5A', 'C1')]","[('C1A', 'D2A'), ('AM1', 'PO4'), ('C2A', 'C3A'), ('C3A', 'D2A'), ('GL1', 'GL2'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('AM2', 'C1B'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('NH3', 'PO4'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C4B', 'C5B'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C3B', 'C4B'), ('C1B', 'GL2'), ('C4A', 'C5A')]","[0.85, 0.15]"
267,"85.00% PAPC, 15.00% DPPC",2915,192630,310,3.73,21.17,14.36,17.32,"[('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('C1B', 'C1'), ('C2B', 'C1'), ('C3A', 'C1'), ('C4A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('D4A', 'C4'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('C1A', 'C1'), ('GL1', 'Na'), ('D1A', 'C4'), ('PO4', 'Qa')]","[('D2A', 'D3A'), ('GL1', 'PO4'), ('C3B', 'C4B'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C2A', 'C3A'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('D1A', 'D2A'), ('D3A', 'D4A'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('C1B', 'GL2'), ('C1A', 'GL1'), ('C3A', 'C4A')]","[0.85, 0.15]"
268,"85.00% PAPC, 15.00% DOPE",2915,192627,310,3.72,21.54,13.61,19.52,"[('GL2', 'Na'), ('C2B', 'C1'), ('C3A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('D2A', 'C4'), ('NH3', 'Qd'), ('D1A', 'C4'), ('PO4', 'Qa'), ('D2B', 'C3'), ('NC3', 'Q0'), ('D3A', 'C4'), ('C1A', 'C1'), ('D2A', 'C3'), ('C1B', 'C1'), ('C4A', 'C1'), ('D4A', 'C4'), ('C5A', 'C1')]","[('C1A', 'D2A'), ('D3A', 'D4A'), ('C3A', 'D2A'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1B', 'D2B'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('C1A', 'GL1'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C1B', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C3A', 'C4A'), ('C3B', 'D2B'), ('C3B', 'C4B'), ('D1A', 'D2A')]","[0.85, 0.15]"
269,"85.00% PAPC, 15.00% DOPC",2915,192635,310,3.7,21.57,13.84,17.18,"[('D2A', 'C3'), ('D2B', 'C3'), ('GL2', 'Na'), ('NC3', 'Q0'), ('C1B', 'C1'), ('C2B', 'C1'), ('C3A', 'C1'), ('C4A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('D4A', 'C4'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('C1A', 'C1'), ('GL1', 'Na'), ('D1A', 'C4'), ('PO4', 'Qa')]","[('C1A', 'D2A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C3B', 'D2B'), ('C3A', 'D2A'), ('C3B', 'C4B'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C1B', 'D2B'), ('D1A', 'D2A'), ('D3A', 'D4A'), ('D1A', 'GL1'), ('NC3', 'PO4'), ('C1B', 'GL2'), ('C1A', 'GL1'), ('C3A', 'C4A')]","[0.85, 0.15]"
270,"85.00% PAPC, 15.00% DNPE",2915,190104,310,3.91,20.43,13.27,16.07,"[('GL2', 'Na'), ('C2B', 'C1'), ('C3A', 'C1'), ('C6B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C6A', 'C1'), ('C2A', 'C1'), ('D4A', 'C3'), ('D2A', 'C4'), ('NH3', 'Qd'), ('D1A', 'C4'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('D3A', 'C4'), ('D4B', 'C3'), ('C1A', 'C1'), ('C1B', 'C1'), ('D4A', 'C4'), ('C5B', 'C1'), ('C5A', 'C1')]","[('C5B', 'D4B'), ('D3A', 'D4A'), ('C2A', 'C3A'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('C5A', 'C6A'), ('D1A', 'GL1'), ('C3A', 'D4A'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C1B', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C3B', 'C4B'), ('D1A', 'D2A')]","[0.85, 0.15]"
271,"85.00% PAPC, 15.00% DNPC",2915,190107,310,3.89,20.9,13.79,16.62,"[('GL2', 'Na'), ('C2B', 'C1'), ('C3A', 'C1'), ('C6B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C6A', 'C1'), ('C2A', 'C1'), ('D4A', 'C3'), ('D2A', 'C4'), ('D1A', 'C4'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('D3A', 'C4'), ('D4B', 'C3'), ('C1A', 'C1'), ('C1B', 'C1'), ('D4A', 'C4'), ('C5B', 'C1'), ('C5A', 'C1')]","[('C5B', 'D4B'), ('D3A', 'D4A'), ('C2A', 'C3A'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('C5A', 'C6A'), ('D1A', 'GL1'), ('C3A', 'D4A'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C1B', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C3B', 'C4B'), ('D1A', 'D2A')]","[0.85, 0.15]"
272,"85.00% PAPC, 15.00% DLPE",2915,193422,310,3.66,20.07,12.92,17.69,"[('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('C1B', 'C1'), ('C2B', 'C1'), ('C3A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('NH3', 'Qd'), ('D4A', 'C4'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('C1A', 'C1'), ('GL1', 'Na'), ('D1A', 'C4'), ('PO4', 'Qa')]","[('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C3B', 'C4B'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C2A', 'C3A'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('D1A', 'D2A'), ('D3A', 'D4A'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('C1B', 'GL2'), ('C1A', 'GL1')]","[0.85, 0.15]"
273,"85.00% PAPC, 15.00% DLPC",2915,193400,310,3.64,20.29,13.99,19.21,"[('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('C1B', 'C1'), ('C2B', 'C1'), ('C3A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('D4A', 'C4'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('C1A', 'C1'), ('GL1', 'Na'), ('D1A', 'C4'), ('PO4', 'Qa')]","[('D2A', 'D3A'), ('GL1', 'PO4'), ('C3B', 'C4B'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C2A', 'C3A'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('D1A', 'D2A'), ('D3A', 'D4A'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('C1B', 'GL2'), ('C1A', 'GL1')]","[0.85, 0.15]"
274,"85.00% PAPC, 15.00% DIPE",2915,192629,310,3.69,19.55,11.95,15.91,"[('GL2', 'Na'), ('NC3', 'Q0'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('NH3', 'Qd'), ('D4A', 'C4'), ('D2B', 'C4'), ('D3B', 'C4'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('C1A', 'C1'), ('GL1', 'Na'), ('D1A', 'C4'), ('PO4', 'Qa')]","[('C1A', 'D2A'), ('C4B', 'D3B'), ('D3A', 'D4A'), ('D2B', 'D3B'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1B', 'D2B'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('C1A', 'GL1'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C1B', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('D1A', 'D2A')]","[0.85, 0.15]"
275,"85.00% PAPC, 15.00% DIPC",2915,192645,310,3.67,20.09,13.6,17.2,"[('GL2', 'Na'), ('NC3', 'Q0'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('D3B', 'C4'), ('D4A', 'C4'), ('D2B', 'C4'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('C1A', 'C1'), ('GL1', 'Na'), ('D1A', 'C4'), ('PO4', 'Qa')]","[('C1A', 'D2A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('C4B', 'D3B'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C1B', 'D2B'), ('D1A', 'D2A'), ('D3A', 'D4A'), ('D1A', 'GL1'), ('NC3', 'PO4'), ('C1B', 'GL2'), ('D2B', 'D3B'), ('C1A', 'GL1')]","[0.85, 0.15]"
276,"85.00% PAPC, 15.00% DGPE",2915,192591,310,3.82,21.09,13.41,17.56,"[('D3A', 'C3'), ('GL2', 'Na'), ('C2B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C2A', 'C1'), ('D2A', 'C4'), ('NH3', 'Qd'), ('D1A', 'C4'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('D3A', 'C4'), ('C1A', 'C1'), ('C1B', 'C1'), ('C4A', 'C1'), ('D3B', 'C3'), ('D4A', 'C4'), ('C5B', 'C1'), ('C5A', 'C1')]","[('C4B', 'D3B'), ('D3A', 'D4A'), ('C2A', 'D3A'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('C1A', 'GL1'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C1B', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C4B', 'C5B'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('C2B', 'D3B'), ('D1A', 'D2A'), ('C4A', 'C5A')]","[0.85, 0.15]"
277,"85.00% PAPC, 15.00% DGPC",2915,192592,310,3.8,22.04,15.14,15.31,"[('D3A', 'C3'), ('GL2', 'Na'), ('C2B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C2A', 'C1'), ('D2A', 'C4'), ('D1A', 'C4'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('D3A', 'C4'), ('C1A', 'C1'), ('C1B', 'C1'), ('C4A', 'C1'), ('D3B', 'C3'), ('D4A', 'C4'), ('C5B', 'C1'), ('C5A', 'C1')]","[('C4B', 'D3B'), ('D3A', 'D4A'), ('C2A', 'D3A'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('C1A', 'GL1'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C1B', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C4B', 'C5B'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('C2B', 'D3B'), ('D1A', 'D2A'), ('C4A', 'C5A')]","[0.85, 0.15]"
278,"85.00% PAPC, 15.00% DFPE",2915,192627,310,3.65,18.8,11.63,17.63,"[('GL2', 'Na'), ('NC3', 'Q0'), ('C1B', 'C1'), ('C2B', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('NH3', 'Qd'), ('D4A', 'C4'), ('D2B', 'C4'), ('D3B', 'C4'), ('C5A', 'C1'), ('C4B', 'C1'), ('D4B', 'C4'), ('C3B', 'C1'), ('C1A', 'C1'), ('GL1', 'Na'), ('D1A', 'C4'), ('PO4', 'Qa')]","[('C1A', 'D2A'), ('D3B', 'D4B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C3B', 'C4B'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C1B', 'D2B'), ('D1A', 'D2A'), ('D3A', 'D4A'), ('D1A', 'GL1'), ('NC3', 'PO4'), ('C1B', 'GL2'), ('D2B', 'D3B'), ('C1A', 'GL1')]","[0.85, 0.15]"
279,"85.00% PAPC, 15.00% DFPC",2915,192635,310,3.64,18.86,12.22,14.02,"[('GL2', 'Na'), ('NC3', 'Q0'), ('C1B', 'C1'), ('C2B', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('D3B', 'C4'), ('D4A', 'C4'), ('D2B', 'C4'), ('C5A', 'C1'), ('C4B', 'C1'), ('D4B', 'C4'), ('C3B', 'C1'), ('C1A', 'C1'), ('GL1', 'Na'), ('D1A', 'C4'), ('PO4', 'Qa')]","[('C1A', 'D2A'), ('D3B', 'D4B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C3B', 'C4B'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C1B', 'D2B'), ('D1A', 'D2A'), ('D3A', 'D4A'), ('D1A', 'GL1'), ('NC3', 'PO4'), ('C1B', 'GL2'), ('D2B', 'D3B'), ('C1A', 'GL1')]","[0.85, 0.15]"
280,"85.00% PAPC, 15.00% DBSM",2915,192594,310,3.78,20.85,13.85,15.75,"[('GL2', 'Na'), ('C2B', 'C1'), ('C3A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C2A', 'C1'), ('D2A', 'C4'), ('D1A', 'C4'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('D3A', 'C4'), ('T1A', 'C3'), ('AM1', 'P1'), ('C1B', 'C1'), ('AM2', 'P5'), ('C4A', 'C1'), ('D4A', 'C4'), ('C5B', 'C1'), ('C5A', 'C1')]","[('AM1', 'PO4'), ('D3A', 'D4A'), ('C2A', 'C3A'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('AM2', 'C1B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C1B', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C4B', 'C5B'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C3B', 'C4B'), ('D1A', 'D2A')]","[0.85, 0.15]"
281,"85.00% PAPC, 15.00% DBPC",2915,192592,310,3.82,21.1,14.21,16.14,"[('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('C1B', 'C1'), ('C2B', 'C1'), ('C3A', 'C1'), ('C4A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('D4A', 'C4'), ('C5B', 'C1'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('C1A', 'C1'), ('GL1', 'Na'), ('D1A', 'C4'), ('PO4', 'Qa')]","[('D2A', 'D3A'), ('GL1', 'PO4'), ('C3B', 'C4B'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C2A', 'C3A'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('D1A', 'D2A'), ('D3A', 'D4A'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('C4B', 'C5B'), ('C1B', 'GL2'), ('C4A', 'C5A'), ('C1A', 'GL1'), ('C3A', 'C4A')]","[0.85, 0.15]"
282,"85.00% PAPC, 15.00% DAPE",2915,192592,310,3.7,18.89,11.92,17.27,"[('GL2', 'Na'), ('C2B', 'C1'), ('D2B', 'C4'), ('C4B', 'C1'), ('D4B', 'C4'), ('C3B', 'C1'), ('GL1', 'Na'), ('D2A', 'C4'), ('D3B', 'C4'), ('D1B', 'C4'), ('NH3', 'Qd'), ('D1A', 'C4'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('D3A', 'C4'), ('C1B', 'C1'), ('D4A', 'C4'), ('C5B', 'C1'), ('C5A', 'C1')]","[('D3B', 'D4B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C3B', 'C4B'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C5B', 'D4B'), ('D1B', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('D1A', 'D2A'), ('D3A', 'D4A'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('C1B', 'GL2'), ('D2B', 'D3B'), ('D1B', 'D2B')]","[0.85, 0.15]"
283,"85.00% PAPC, 15.00% DAPC",2915,192592,310,3.68,19.38,12.89,16.41,"[('GL2', 'Na'), ('NC3', 'Q0'), ('C1B', 'C1'), ('C2B', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('D3B', 'C4'), ('D4A', 'C4'), ('D2B', 'C4'), ('C5B', 'C1'), ('C5A', 'C1'), ('C4B', 'C1'), ('D4B', 'C4'), ('D1B', 'C4'), ('C3B', 'C1'), ('GL1', 'Na'), ('D1A', 'C4'), ('PO4', 'Qa')]","[('D3B', 'D4B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C3B', 'C4B'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C5B', 'D4B'), ('D1B', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('D1A', 'D2A'), ('D3A', 'D4A'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('C1B', 'GL2'), ('D2B', 'D3B'), ('D1B', 'D2B')]","[0.85, 0.15]"
284,"85.00% PAPC, 15.00% BNSM",2915,190102,310,3.81,20.78,14.2,17.68,"[('GL2', 'Na'), ('C2B', 'C1'), ('C3A', 'C1'), ('C6B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C2A', 'C1'), ('D2A', 'C4'), ('D1A', 'C4'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('D3A', 'C4'), ('T1A', 'C3'), ('AM1', 'P1'), ('D4B', 'C3'), ('C1B', 'C1'), ('AM2', 'P5'), ('C4A', 'C1'), ('D4A', 'C4'), ('C5B', 'C1'), ('C5A', 'C1')]","[('AM1', 'PO4'), ('C5B', 'D4B'), ('D3A', 'D4A'), ('C2A', 'C3A'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('AM2', 'C1B'), ('D1A', 'GL1'), ('C5B', 'C6B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C1B', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C3B', 'C4B'), ('D1A', 'D2A')]","[0.85, 0.15]"
